Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Democratic Republic of the Congo,2008,Developing,56.3,295.0,237,2.09,0.0,65.0,12461,0.182,324,64.0,4.46,65.0,1.8,,,1.8,1.7,,
Democratic Republic of the Congo,2007,Developing,55.7,299.0,236,1.52,0.0,7.0,55577,0.178,326,72.0,3.61,7.0,1.9,,,11.1,1.9,,
Democratic Republic of the Congo,2006,Developing,55.0,36.0,235,1.53,0.0,,80123,0.173,327,62.0,3.39,62.0,2.0,,,11.3,11.1,,
Democratic Republic of the Congo,2005,Developing,54.3,314.0,233,1.43,0.0,,182485,0.1689999999999999,329,6.0,3.14,6.0,2.0,,,11.5,11.3,,
Democratic Republic of the Congo,2004,Developing,53.5,323.0,232,1.44,0.0,,44934,0.165,330,52.0,3.34,54.0,2.1,,,11.7,11.5,,
Democratic Republic of the Congo,2003,Developing,52.8,332.0,231,1.83,0.0,,21956,0.161,331,47.0,3.2,41.0,2.2,,,11.9,11.7,,
Democratic Republic of the Congo,2002,Developing,52.1,341.0,229,1.85,0.0,,30466,0.157,331,4.0,2.59,38.0,2.4,,,12.1,11.9,,
Democratic Republic of the Congo,2001,Developing,51.8,34.0,227,1.9,0.0,,8072,0.153,332,3.0,2.67,3.0,2.4,,,12.2,12.1,,
Democratic Republic of the Congo,2000,Developing,51.3,346.0,226,1.98,0.0,,8282,0.149,332,42.0,1.45,4.0,2.5,,,12.4,12.3,,
Denmark,2015,Developed,86.0,71.0,0,,0.0,,9,0.588,0,93.0,,93.0,0.1,53.1464416,56.83483,1.1,0.9,0.923,19.2
Denmark,2014,Developed,84.0,73.0,0,9.64,10468.76292,,27,0.584,0,94.0,1.8,94.0,0.1,62.4255392,56.43475,1.1,0.9,0.926,19.2
Denmark,2013,Developed,81.0,75.0,0,9.5,10261.763,,17,0.5810000000000001,0,94.0,11.25,94.0,0.1,61.19119263,56.14932,1.1,0.9,0.924,18.7
Denmark,2012,Developed,80.0,76.0,0,9.26,928.4170785,,2,0.5770000000000001,0,94.0,1.98,94.0,0.1,58.57521,55.91572000000001,1.1,0.9,0.922,18.4
Denmark,2011,Developed,79.7,79.0,0,10.47,10251.10872,,84,0.574,0,91.0,1.87,91.0,0.1,61.753667,55.757200000000005,1.1,0.9,0.91,16.9
Denmark,2010,Developed,79.2,84.0,0,10.28,954.4865933,,5,0.5700000000000001,0,9.0,11.8,9.0,0.1,58.4141122,55.47683000000001,1.1,0.9,0.906,16.8
Denmark,2009,Developed,78.9,86.0,0,10.08,9765.616994,,6,0.5660000000000001,0,89.0,11.47,89.0,0.1,58.16329359,55.2395,1.1,0.9,0.906,16.8
Denmark,2008,Developed,78.8,88.0,0,10.7,10761.18209,,14,0.563,0,88.0,1.18,88.0,0.1,64.3226664,54.93621,1.1,0.9,0.906,16.8
Denmark,2007,Developed,78.4,93.0,0,10.99,9703.068121,,2,0.559,0,87.0,9.99,87.0,0.1,58.487451,54.61438,1.2,0.9,0.904,16.7
Denmark,2006,Developed,78.1,93.0,0,11.02,850.9544783,,27,0.554,0,93.0,9.92,93.0,0.1,52.26993110000001,54.37272,1.2,0.9,0.902,16.9
Denmark,2005,Developed,78.1,92.0,0,11.28,7627.412444,,2,0.55,0,93.0,9.77,93.0,0.1,48.799823700000005,54.194320000000005,1.2,1.0,0.897,16.6
Denmark,2004,Developed,77.7,98.0,0,11.27,6948.839868,,0,0.544,0,95.0,9.67,95.0,0.1,46.5116457,54.4523,1.2,1.0,0.893,16.5
Denmark,2003,Developed,77.3,11.0,0,11.54,650.9813544,,0,0.539,0,96.0,9.51,96.0,0.1,44.587764,53.9574,1.2,1.0,0.882,16.3
Denmark,2002,Developed,77.0,14.0,0,11.34,4801.546125,,32,0.533,0,98.0,9.33,98.0,0.1,33.22869291,53.759310000000006,1.2,1.0,0.875,16.6
Denmark,2001,Developed,77.0,12.0,0,11.56,530.4832336,,11,0.528,0,97.0,9.1,97.0,0.1,37.5164946,53.58783,1.3,1.0,0.862,16.2
Denmark,2000,Developed,76.9,12.0,0,11.69,508.7496912,,14,0.522,0,97.0,8.7,97.0,0.1,37.4355917,53.39616,1.3,1.0,0.86,16.5
Djibouti,2015,Developing,63.5,241.0,1,,0.0,84.0,47,0.35,1,84.0,,84.0,2.1,18.62167274,92.7414,5.6,5.4,0.47,6.3
Djibouti,2014,Developing,63.0,252.0,1,0.38,24.73299655,78.0,0,0.344,1,78.0,1.57,78.0,2.1,17.491511,91.2164,5.6,5.4,0.467,6.3
Djibouti,2013,Developing,62.7,256.0,1,0.53,229.4410095,82.0,28,0.3379999999999999,2,82.0,9.14,82.0,2.1,16.22637974,89.6688,5.6,5.4,0.464,6.3
Djibouti,2012,Developing,62.2,263.0,1,0.52,217.2125786,81.0,709,0.332,2,81.0,8.95,81.0,1.9,15.3615685,88.1185,5.6,5.5,0.46,6.3
Djibouti,2011,Developing,61.8,268.0,1,0.39,20.35974738,87.0,49,0.327,2,87.0,8.71,87.0,2.7,14.3986898,86.5937,5.6,5.5,0.451,5.9
Djibouti,2010,Developing,61.3,273.0,1,0.44,187.4960097,88.0,7,0.322,2,88.0,8.84,88.0,3.1,13.2599724,85.11460000000001,5.6,5.6,0.441,5.5
Djibouti,2009,Developing,69.0,279.0,1,0.49,177.2671607,89.0,48,0.317,2,89.0,8.37,89.0,3.2,12.53657431,83.684,5.7,5.6,0.436,5.3
Djibouti,2008,Developing,62.0,289.0,1,0.49,171.7686449,88.0,143,0.313,2,89.0,8.5,89.0,3.3,12.1477118,82.2934,5.7,5.6,0.427,5.0
Djibouti,2007,Developing,59.8,296.0,1,0.45,20.86878709,25.0,24,0.39,2,88.0,7.72,88.0,3.5,14.7586896,89.42,5.8,5.7,0.416,4.5
Djibouti,2006,Developing,59.1,39.0,2,1.02,121.4812077,,49,0.36,2,72.0,7.5,72.0,3.7,96.56693779,79.628,5.8,5.7,0.405,4.3
Djibouti,2005,Developing,58.6,318.0,2,1.23,12.70325933,,298,0.32,2,71.0,7.21,71.0,3.9,94.7297489,78.3254,5.9,5.8,0.396,4.0
Djibouti,2004,Developing,58.1,326.0,2,1.18,106.0354659,,71,0.298,2,64.0,6.76,64.0,4.0,86.4184726,77.752,6.0,5.9,0.388,3.7
Djibouti,2003,Developing,58.0,325.0,2,1.02,94.13302875,,37,0.294,2,68.0,6.22,68.0,4.2,81.99741180000001,75.8615,6.1,5.9,0.378,3.5
Djibouti,2002,Developing,57.9,322.0,2,1.03,13.46662004,,50,0.29,2,62.0,5.45,62.0,4.3,79.21541200000001,74.6221,6.2,6.0,0.372,3.3
Djibouti,2001,Developing,57.7,323.0,2,0.95,92.4978948,,79,0.286,2,49.0,5.37,53.0,4.3,78.12322196000001,73.2711,6.3,6.1,0.363,2.9
Djibouti,2000,Developing,57.4,325.0,2,1.34,91.95075901,,183,0.282,2,46.0,5.75,46.0,4.1,76.8176767,71.75840000000001,6.4,6.1,0.361,2.9
Dominica,2013,Developing,,,0,0.01,11.41955507,96.0,0,0.584,0,96.0,5.58,96.0,0.1,72.275665,,2.7,2.6,0.721,12.7
Dominican Republic,2015,Developing,73.9,152.0,6,,0.0,81.0,0,0.589,7,87.0,,85.0,0.3,64.68471647999999,15.28394,3.3,3.2,0.718,13.2
Dominican Republic,2014,Developing,73.6,154.0,6,5.92,1088.244952,89.0,0,0.579,7,9.0,4.38,91.0,0.3,62.68692122,14.5844,3.3,3.2,0.712,13.2
Dominican Republic,2013,Developing,73.4,157.0,6,5.93,97.52211538,8.0,0,0.568,7,82.0,4.12,83.0,0.3,62.755544,12.81296,3.3,3.2,0.709,13.2
Dominican Republic,2012,Developing,72.1,174.0,6,5.93,857.1307037,74.0,0,0.5579999999999999,7,85.0,4.26,85.0,0.4,59.68876767,11.5495,3.3,3.2,0.706,13.1
Dominican Republic,2011,Developing,73.1,16.0,6,5.91,843.7876995,8.0,2,0.547,7,84.0,4.22,84.0,0.7,57.59643,12.795,3.3,3.2,0.703,13.0
Dominican Republic,2010,Developing,72.7,166.0,6,6.02,664.5585242,83.0,0,0.536,8,85.0,4.6,88.0,0.9,54.516696,98.97985,3.3,3.3,0.697,12.9
Dominican Republic,2009,Developing,73.6,157.0,6,6.05,587.8828228,8.0,0,0.526,8,85.0,4.41,82.0,1.2,49.5267753,97.67758,3.4,3.3,0.695,12.9
Dominican Republic,2008,Developing,73.3,161.0,6,6.12,49.09241952,81.0,0,0.515,8,86.0,4.2,82.0,1.4,51.137937,96.3652,3.4,3.3,0.692,12.8
Dominican Republic,2007,Developing,72.9,164.0,6,6.05,74.8217488,81.0,0,0.54,8,86.0,4.34,85.0,1.6,46.4731359,95.4353,3.4,3.4,0.685,12.7
Dominican Republic,2006,Developing,72.3,178.0,7,6.2,352.9551269,84.0,0,0.493,8,88.0,4.34,89.0,1.8,38.36468771,93.71338,3.5,3.4,0.677,12.6
Dominican Republic,2005,Developing,69.7,28.0,7,5.71,289.7418649,87.0,0,0.482,8,86.0,4.26,87.0,2.0,36.815993,92.37566,3.5,3.4,0.668,12.6
Dominican Republic,2004,Developing,69.3,214.0,7,5.16,182.6162515,82.0,0,0.472,8,66.0,4.28,79.0,2.1,24.219662,91.2998,3.6,3.5,0.666,12.5
Dominican Republic,2003,Developing,73.0,22.0,7,6.32,293.0196601,79.0,0,0.461,8,65.0,5.53,79.0,2.3,23.72628827,89.6776,3.6,3.5,0.665,12.4
Dominican Republic,2002,Developing,71.4,189.0,7,6.43,4.67359227,63.0,0,0.451,8,74.0,5.79,82.0,2.4,38.46578,88.32285,3.7,3.6,0.66,12.3
Dominican Republic,2001,Developing,71.2,188.0,7,6.13,340.0239945,66.0,113,0.441,9,71.0,5.59,72.0,2.5,28.62154836,86.97126,3.8,3.6,0.656,12.3
Dominican Republic,2000,Developing,72.0,176.0,7,6.58,44.79247812,68.0,253,0.431,9,71.0,5.9,78.0,2.5,28.24242,85.62622,3.8,3.7,0.651,12.2
Ecuador,2015,Developing,76.2,118.0,6,,0.0,78.0,0,0.542,7,84.0,,78.0,0.1,62.56222400000001,16.144368,1.2,1.1,0.739,14.0
Ecuador,2014,Developing,76.0,121.0,6,3.82,79.11626341,83.0,0,0.535,7,84.0,9.16,83.0,0.1,64.32216537000001,15.931120000000002,1.2,1.1,0.737,14.0
Ecuador,2013,Developing,76.0,121.0,6,3.77,59.12850204,87.0,0,0.528,8,87.0,7.29,87.0,0.1,67.49829,15.661547,1.3,1.1,0.725,13.4
Ecuador,2012,Developing,75.5,127.0,7,3.92,41.88087712,88.0,72,0.521,8,85.0,6.48,87.0,0.1,57.214313,15.419666,1.3,1.2,0.717,13.3
Ecuador,2011,Developing,75.3,131.0,7,3.99,344.7412164,88.0,257,0.514,8,85.0,5.92,88.0,0.1,52.23351763,15.177355,1.3,1.2,0.71,13.2
Ecuador,2010,Developing,75.0,134.0,7,3.95,367.9285652,9.0,0,0.5700000000000001,8,88.0,5.9,91.0,0.1,46.5732361,14.934690000000002,1.3,1.2,0.703,13.1
Ecuador,2009,Developing,75.1,137.0,7,3.87,282.1440066,91.0,0,0.5,8,91.0,5.58,94.0,0.1,42.5556571,14.691275,1.3,1.2,0.702,13.1
Ecuador,2008,Developing,74.6,139.0,7,3.76,197.9303077,93.0,1,0.493,9,94.0,5.66,96.0,0.1,42.7495265,14.447562,1.3,1.2,0.698,13.0
Ecuador,2007,Developing,74.7,14.0,7,3.63,19.60467787,94.0,0,0.486,9,95.0,5.94,96.0,0.2,35.971886000000005,14.25453,1.4,1.3,0.696,12.9
Ecuador,2006,Developing,74.4,144.0,8,3.52,19.13983284,96.0,0,0.479,9,92.0,5.86,96.0,0.3,33.5786541,13.967480000000002,1.4,1.3,0.693,12.8
Ecuador,2005,Developing,74.2,151.0,8,3.54,18.09317114,92.0,0,0.472,9,89.0,5.87,92.0,0.3,32.1942547,13.735233,1.4,1.3,0.688,12.8
Ecuador,2004,Developing,74.4,148.0,8,3.65,16.37920405,88.0,0,0.465,9,9.0,6.22,88.0,0.3,27.8557892,13.596470000000002,1.5,1.3,0.682,12.7
Ecuador,2003,Developing,74.4,151.0,8,3.69,18.26183281,82.0,0,0.4579999999999999,10,97.0,6.46,87.0,0.3,24.446898,13.28961,1.5,1.4,0.679,12.6
Ecuador,2002,Developing,73.6,157.0,8,3.88,187.3843511,75.0,0,0.451,10,88.0,4.62,88.0,0.3,21.839667960000003,13.726,1.5,1.4,0.675,12.5
Ecuador,2001,Developing,73.4,158.0,9,4.13,14.5887403,69.0,2,0.443,10,9.0,3.86,89.0,0.3,19.3741571,12.852755,1.6,1.5,0.67,12.4
Ecuador,2000,Developing,72.8,163.0,9,3.99,84.17527008,36.0,0,0.436,11,83.0,3.38,87.0,0.3,14.5129776,12.628596,1.6,1.5,0.668,12.4
Egypt,2015,Developing,79.0,159.0,51,,0.0,93.0,5432,0.611,60,93.0,,93.0,0.1,,,2.8,2.8,0.688,13.1
Egypt,2014,Developing,78.0,161.0,53,0.21,0.0,94.0,1314,0.6200000000000001,62,94.0,5.64,94.0,0.1,,,2.8,2.8,0.686,13.1
Egypt,2013,Developing,79.0,159.0,54,0.21,0.0,97.0,405,0.594,63,97.0,5.46,97.0,0.1,,,2.9,2.8,0.681,12.8
Egypt,2012,Developing,72.0,165.0,54,0.23,0.0,93.0,245,0.5860000000000001,64,93.0,5.29,93.0,0.1,,,2.9,2.8,0.673,12.4
Egypt,2011,Developing,74.0,168.0,55,0.22,0.0,96.0,26,0.578,64,96.0,5.4,96.0,0.1,,,2.9,2.9,0.671,12.4
Egypt,2010,Developing,70.0,173.0,54,0.22,0.0,97.0,16,0.5700000000000001,64,97.0,4.8,97.0,0.1,,,3.0,2.9,0.665,12.2
Egypt,2009,Developing,69.9,174.0,54,0.21,0.0,97.0,608,0.562,64,97.0,5.1,97.0,0.1,,,3.0,3.0,0.659,12.0
Egypt,2008,Developing,69.8,172.0,54,0.24,0.0,97.0,668,0.555,65,97.0,4.82,97.0,0.1,,,3.1,3.0,0.651,11.9
Egypt,2007,Developing,69.7,171.0,55,0.21,0.0,98.0,1684,0.5479999999999999,65,98.0,4.95,98.0,0.1,,,3.1,3.1,0.644,11.7
Egypt,2006,Developing,69.5,175.0,55,0.18,0.0,98.0,953,0.542,66,98.0,5.24,98.0,0.1,,,3.2,3.1,0.636,11.5
Egypt,2005,Developing,69.4,174.0,56,0.16,0.0,98.0,77,0.535,68,98.0,5.6,98.0,0.1,,,3.2,3.2,0.629,11.4
Egypt,2004,Developing,69.0,176.0,57,0.16,0.0,97.0,80,0.529,70,97.0,5.21,97.0,0.1,,,3.3,3.2,0.623,11.2
Egypt,2003,Developing,68.6,178.0,59,0.15,0.0,98.0,164,0.523,72,98.0,5.41,98.0,0.1,,,3.3,3.3,0.621,11.3
Egypt,2002,Developing,68.7,177.0,61,0.15,0.0,97.0,653,0.518,75,97.0,5.97,97.0,0.1,,,3.4,3.4,0.617,11.2
Egypt,2001,Developing,68.6,177.0,63,0.14,0.0,99.0,2150,0.512,78,99.0,5.75,99.0,0.1,,,3.5,3.4,0.612,11.1
Egypt,2000,Developing,68.8,171.0,65,0.14,0.0,98.0,2633,0.5700000000000001,82,98.0,5.55,98.0,0.1,,,3.6,3.5,0.606,11.0
El Salvador,2015,Developing,73.5,178.0,2,,0.0,91.0,0,0.561,2,92.0,,91.0,0.2,41.27117750000001,63.12478000000001,1.6,1.5,0.678,13.2
El Salvador,2014,Developing,73.3,181.0,2,2.52,665.7260253,93.0,0,0.554,2,93.0,6.77,94.0,0.2,39.88771871,62.811890000000005,1.6,1.6,0.676,13.2
El Salvador,2013,Developing,73.0,184.0,2,2.42,653.6925016,92.0,0,0.547,2,92.0,6.95,92.0,0.2,38.95664491,62.5777,1.6,1.6,0.675,13.2
El Salvador,2012,Developing,73.0,181.0,2,2.48,591.7757569,92.0,0,0.541,2,93.0,6.7,92.0,0.3,38.27786267,62.21246000000001,1.6,1.6,0.67,13.2
El Salvador,2011,Developing,72.0,197.0,2,2.37,549.2783081,89.0,0,0.534,2,9.0,6.81,89.0,0.3,37.3658713,61.9256,1.7,1.6,0.666,13.0
El Salvador,2010,Developing,72.0,191.0,2,2.36,469.3904193,89.0,0,0.528,2,89.0,6.91,89.0,0.3,34.74392445,61.646260000000005,1.7,1.6,0.662,12.9
El Salvador,2009,Developing,71.4,23.0,2,2.55,416.4338399,91.0,0,0.521,2,91.0,6.83,91.0,0.3,33.66482133,61.37276000000001,1.7,1.6,0.662,12.8
El Salvador,2008,Developing,71.7,194.0,2,2.68,53.95949877,98.0,0,0.514,3,98.0,6.21,98.0,0.3,35.7347674,61.131,1.8,1.7,0.659,13.4
El Salvador,2007,Developing,71.2,23.0,2,2.83,52.30172215,99.0,0,0.58,3,99.0,6.32,99.0,0.3,33.483817,68.3475,1.8,1.7,0.657,12.9
El Salvador,2006,Developing,75.0,211.0,3,2.77,57.74562629,96.0,0,0.51,3,96.0,6.68,96.0,0.2,36.2951768,65.6478,1.8,1.7,0.651,12.9
El Salvador,2005,Developing,71.0,213.0,3,2.77,440.6027042,89.0,0,0.494,3,89.0,7.19,89.0,0.2,28.35281237,62.8961,1.9,1.8,0.644,12.7
El Salvador,2004,Developing,70.0,215.0,3,2.9,398.6058322,9.0,0,0.486,3,9.0,7.3,9.0,0.3,26.3279942,67.75,1.9,1.8,0.636,12.4
El Salvador,2003,Developing,69.9,29.0,3,3.1,400.1342971,94.0,0,0.478,4,93.0,7.61,94.0,0.3,25.197373870000003,59.71535000000001,2.0,1.9,0.628,12.0
El Salvador,2002,Developing,73.0,24.0,3,2.97,29.68529375,81.0,0,0.47,4,81.0,7.9,81.0,0.4,24.84125,59.433,2.0,1.9,0.621,11.8
El Salvador,2001,Developing,68.9,219.0,4,2.88,332.1056586,75.0,2,0.462,4,94.0,8.2,92.0,0.4,23.38772244,59.5962,2.1,2.0,0.615,11.6
El Salvador,2000,Developing,69.0,218.0,4,2.79,353.6690328,99.0,0,0.4529999999999999,5,98.0,8.17,99.0,0.4,22.384116,58.676260000000006,2.1,2.0,0.607,11.3
Equatorial Guinea,2015,Developing,58.2,32.0,3,,0.0,16.0,1250,0.245,4,17.0,,16.0,4.2,13.4731257,11.75389,8.4,8.3,0.582,9.2
Equatorial Guinea,2014,Developing,57.9,32.0,3,0.01,13.40477417,2.0,13,0.24,4,24.0,3.8,2.0,4.4,19.259733,11.29424,8.5,8.4,0.582,9.2
Equatorial Guinea,2013,Developing,57.4,327.0,3,10.72,156.3907685,,321,0.235,4,3.0,3.73,3.0,5.7,22.469938000000003,18.3746,8.6,8.6,0.586,9.2
Equatorial Guinea,2012,Developing,56.7,337.0,3,11.89,1500.412635,,1190,0.23,4,3.0,4.0,24.0,8.2,21.5576528,13.8593,8.7,8.7,0.583,9.2
Equatorial Guinea,2011,Developing,56.2,344.0,3,10.99,1493.051277,,0,0.226,4,39.0,3.29,41.0,7.7,21.45188617,99.429,8.9,8.8,0.58,9.2
Equatorial Guinea,2010,Developing,56.1,339.0,3,9.93,1192.696619,,0,0.221,4,59.0,3.84,44.0,7.2,17.13644568,95.114,9.0,9.0,0.589,9.2
Equatorial Guinea,2009,Developing,55.7,34.0,3,7.97,115.0692415,,78,0.217,4,57.0,5.32,43.0,7.3,16.532937,99.111,9.2,9.2,0.59,9.1
Equatorial Guinea,2008,Developing,55.4,338.0,3,8.34,1705.678619,,436,0.213,4,55.0,2.31,42.0,6.3,22.74238159,86.8418,9.3,9.3,0.592,9.1
Equatorial Guinea,2007,Developing,55.0,339.0,3,6.86,1024.519543,,5,0.29,4,54.0,2.25,41.0,5.9,15.76183913,82.9327,9.5,9.5,0.587,9.0
Equatorial Guinea,2006,Developing,54.8,337.0,3,7.28,827.5979335,,0,0.25,4,52.0,2.13,4.0,5.3,12.7322759,79.2217,9.7,9.6,0.569,9.0
Equatorial Guinea,2005,Developing,54.4,337.0,3,7.19,12.0661671,,0,0.22,4,5.0,1.63,39.0,4.9,18.563334,75.7317,9.8,9.8,0.563,8.7
Equatorial Guinea,2004,Developing,54.1,336.0,3,6.28,44.54768305,,38,0.198,4,48.0,2.4,38.0,4.4,68.534897,72.4817,1.0,1.0,0.553,8.5
Equatorial Guinea,2003,Developing,53.8,334.0,3,7.13,309.7834587,,18,0.195,4,46.0,2.23,37.0,3.6,35.77176197,69.4611,1.2,1.1,0.554,8.4
Equatorial Guinea,2002,Developing,53.5,334.0,3,6.01,234.7874207,,24,0.191,4,44.0,2.5,36.0,2.9,27.1117114,66.647,1.4,1.3,0.542,8.2
Equatorial Guinea,2001,Developing,53.1,334.0,3,5.07,197.7839552,,1339,0.187,4,43.0,1.78,35.0,2.3,22.8387939,63.976200000000006,1.6,1.4,0.527,8.0
Equatorial Guinea,2000,Developing,52.7,336.0,3,4.46,14.95451321,,0,0.183,4,41.0,2.73,34.0,1.9,17.268491,61.432300000000005,1.7,1.6,0.0,0.0
Eritrea,2015,Developing,64.7,255.0,5,,0.0,95.0,198,0.186,7,95.0,,95.0,0.4,,,8.4,8.2,0.418,5.0
Eritrea,2014,Developing,64.4,261.0,5,0.01,0.0,94.0,127,0.18,8,94.0,3.34,94.0,0.4,,,8.5,8.3,0.416,5.0
Eritrea,2013,Developing,64.0,266.0,6,0.01,0.0,94.0,45,0.175,8,94.0,3.1,94.0,0.5,,,8.6,8.4,0.414,5.0
Eritrea,2012,Developing,63.6,274.0,6,0.01,0.0,94.0,194,0.17,8,94.0,2.98,94.0,0.6,,,8.7,8.6,0.41,5.0
Eritrea,2011,Developing,62.9,286.0,6,0.62,20.97991915,96.0,48,0.165,8,96.0,3.6,96.0,0.7,58.2775532,44.7469,8.8,8.7,0.405,5.0
Eritrea,2010,Developing,62.1,298.0,6,0.61,17.35739784,9.0,51,0.16,9,9.0,3.24,9.0,0.9,48.214994,43.984,8.9,8.8,0.404,5.1
Eritrea,2009,Developing,61.4,311.0,6,0.63,1.575160196,92.0,82,0.155,9,92.0,3.3,92.0,1.0,43.7544499,43.1334,9.0,8.9,0.402,5.2
Eritrea,2008,Developing,67.0,322.0,6,0.49,11.76572311,94.0,0,0.151,9,94.0,3.69,94.0,1.1,32.6825642,42.32636,9.1,9.1,0.406,5.2
Eritrea,2007,Developing,62.0,329.0,6,1.23,11.42385961,91.0,55,0.147,9,91.0,3.29,91.0,1.3,31.732943360000004,41.53332,9.2,9.2,0.405,5.3
Eritrea,2006,Developing,59.7,336.0,7,0.97,10.60269773,94.0,128,0.143,9,94.0,3.3,94.0,1.4,29.782858800000003,46.6648,9.3,9.3,0.405,5.3
Eritrea,2005,Developing,59.4,34.0,7,1.07,5.064688968,96.0,19,0.139,9,96.0,2.97,96.0,1.6,27.675896,39.697,9.4,9.5,0.0,5.4
Eritrea,2004,Developing,59.1,342.0,7,0.64,10.26097341,84.0,24,0.136,10,98.0,3.14,98.0,1.8,28.74222243,38.58623,9.6,9.6,0.0,5.0
Eritrea,2003,Developing,58.8,343.0,7,0.56,6.913998013,91.0,376,0.133,10,95.0,3.5,93.0,1.9,23.27945459,37.382650000000005,9.7,9.7,0.0,4.7
Eritrea,2002,Developing,58.5,343.0,7,0.83,0.703132179,86.0,460,0.131,10,92.0,4.2,9.0,1.9,21.7687981,36.14639,9.9,9.9,0.0,4.4
Eritrea,2001,Developing,58.1,345.0,7,0.61,5.593619538,,204,0.128,10,89.0,3.95,86.0,2.0,21.513921300000003,34.97124,1.0,1.0,0.0,4.3
Eritrea,2000,Developing,45.3,593.0,7,0.83,0.735940361,,789,0.126,10,82.0,4.43,81.0,1.9,28.1969487,33.9281,1.2,1.1,0.0,3.9
Estonia,2015,Developing,77.6,119.0,0,,0.0,91.0,4,0.599,0,93.0,,93.0,0.1,17.749291,13.1547,1.9,1.9,0.863,16.5
Estonia,2014,Developing,77.3,122.0,0,0.01,2700.07305,93.0,0,0.594,0,93.0,6.38,93.0,0.1,19.941455320000003,13.14545,1.9,1.9,0.86,16.5
Estonia,2013,Developing,76.9,127.0,0,0.01,261.2914808,93.0,2,0.59,0,94.0,6.48,94.0,0.1,19.297746,13.17997,1.9,1.9,0.856,16.5
Estonia,2012,Developing,76.3,135.0,0,0.01,2263.103797,94.0,4,0.585,0,94.0,6.36,94.0,0.1,17.4218922,13.226960000000002,1.9,1.9,0.85,16.5
Estonia,2011,Developing,76.1,138.0,0,0.01,2146.945741,94.0,7,0.58,0,93.0,5.83,93.0,0.1,17.454843420000003,13.27439,1.9,2.0,0.838,16.4
Estonia,2010,Developing,75.6,137.0,0,14.97,1802.017593,94.0,0,0.5760000000000001,0,94.0,6.25,94.0,0.1,14.6386482,13.314750000000002,1.9,2.0,0.833,16.2
Estonia,2009,Developing,74.9,156.0,0,15.04,1717.088711,95.0,0,0.5710000000000001,0,95.0,6.93,95.0,0.1,14.72631828,13.34515,2.0,2.0,0.836,16.1
Estonia,2008,Developing,74.2,167.0,0,16.99,225.0723618,94.0,0,0.5670000000000001,0,95.0,6.6,95.0,0.1,18.945485,13.379,2.0,2.1,0.835,16.1
Estonia,2007,Developing,73.0,189.0,0,17.87,1904.12469,95.0,1,0.563,0,95.0,5.16,95.0,0.1,16.586452,13.468,2.0,2.1,0.829,16.1
Estonia,2006,Developing,73.0,188.0,0,16.58,244.3510801,95.0,27,0.559,0,95.0,5.1,95.0,0.1,12.5954165,13.468100000000002,2.1,2.2,0.822,16.1
Estonia,2005,Developing,72.8,189.0,0,15.52,153.5045263,95.0,2,0.555,0,96.0,5.2,96.0,0.1,13.3831322,13.54775,2.1,2.2,0.812,15.9
Estonia,2004,Developing,72.3,195.0,0,15.07,101.1201161,9.0,0,0.552,0,95.0,5.13,94.0,0.1,88.54651150000001,13.6255,2.2,2.3,0.805,15.7
Estonia,2003,Developing,71.9,199.0,0,11.64,132.7233922,,0,0.549,0,95.0,4.92,94.0,0.1,71.74237415,13.772,2.2,2.3,0.798,15.6
Estonia,2002,Developing,71.2,211.0,0,11.48,7.806042825,,0,0.546,0,94.0,4.84,94.0,0.1,53.83477810000001,13.7935,2.3,2.4,0.791,15.4
Estonia,2001,Developing,78.0,225.0,0,0.01,88.62945822,,0,0.543,0,94.0,4.85,94.0,0.1,44.9895727,13.881150000000002,2.4,2.5,0.781,15.0
Estonia,2000,Developing,78.0,218.0,0,0.01,5.34809451,,9,0.54,0,93.0,5.28,93.0,0.1,47.32827,13.96985,2.5,2.5,0.764,14.4
Ethiopia,2015,Developing,64.8,225.0,136,,0.0,77.0,17745,0.176,194,75.0,,77.0,0.6,64.54637627,99.87333,1.4,1.2,0.441,8.4
Ethiopia,2014,Developing,64.2,234.0,140,0.01,89.95805845,77.0,12739,0.172,202,75.0,4.88,77.0,0.6,57.11622759000001,97.366774,1.5,1.3,0.435,8.4
Ethiopia,2013,Developing,63.7,237.0,145,1.86,8.313282039,72.0,5253,0.168,211,7.0,5.19,72.0,0.9,52.1535887,94.887724,1.6,1.4,0.427,8.4
Ethiopia,2012,Developing,63.3,241.0,150,1.84,86.82551124,69.0,4347,0.1639999999999999,221,7.0,5.77,69.0,1.2,46.8567249,92.444183,1.7,1.5,0.422,8.4
Ethiopia,2011,Developing,62.6,249.0,156,1.32,67.77565369,65.0,3255,0.16,231,7.0,6.55,65.0,1.4,35.48463544,94.6756,1.9,1.6,0.411,8.2
Ethiopia,2010,Developing,61.8,261.0,162,1.34,67.73374413,62.0,4235,0.156,243,69.0,6.86,61.0,1.7,34.139992,87.72670000000001,11.0,1.7,0.401,8.1
Ethiopia,2009,Developing,68.0,274.0,169,1.17,53.77354001,56.0,1176,0.153,256,65.0,4.41,58.0,2.0,37.97566385,85.416253,11.1,1.8,0.393,8.1
